"DIVISION","REGIONC","UATYP10","CLIMATE_REGION_PUB","TYPEHUQ","YEARMADERANGE","TOTROOMS","NHSLDMEM","KOWNRENT","ELPAY","TOTSQFT_EN","KWH","CUFEETNG","GALLONLP","BTUFO","elec_per_sqft","ntrlgas_per_sqft","propane_per_sqft","fueloil_per_sqft"
"New England","South","Rural area","Hot-Humid","2","2000s",10,2,1,"1",4320,11716.438,0,135,0,2.71213842592593,0,0.03125,0
"Pacific","South","Urban area","Hot-Humid","5","1970s",6,4,2,"1",1156,7084.845,0,0,0,6.12875865051903,0,0,0
"West South Central","West","Urban area","Marine","2","1950s",5,4,1,"1",1910,6411,665.298,0,0,3.3565445026178,0.348323560209424,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1960s",6,2,1,"1",3200,3544.424,229.764,0,14872.408,1.1076325,0.07180125,0,4.6476275
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1990s",7,2,1,"1",1938,11222.758,273.722,0,0,5.79089680082559,0.141239422084623,0,0
"West South Central","West","Rural area","Marine","5","2010 to 2015",4,2,1,"1",1029,4570.464,0,0,0,4.44165597667639,0,0,0
"Pacific","South","Urban cluster","Hot-Humid","4","* to 1950",2,1,2,"2",623,6890,61.673,0,0,11.0593900481541,0.0989935794542536,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","2","1980s",13,4,1,"1",5204,5580.174,551.379,0,0,1.07228554957725,0.105952920830131,0,0
"New England","South","Rural area","Mixed-Humid","2","1970s",8,6,1,"1",2550,21645.144,0,193.872,0,8.48829176470588,0,0.0760282352941176,0
"Middle Atlantic","Midwest","Urban cluster","Cold/Very Cold","2","* to 1950",6,2,1,"1",2317,12038.705,1359.118,0,0,5.19581570996979,0.58658523953388,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1980s",2,2,2,"1",538,2406.736,110.515,0,0,4.47348698884758,0.205418215613383,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","1950s",6,2,1,"1",2460,14276.2,870.49,0,0,5.80333333333333,0.353857723577236,0,0
"West South Central","West","Urban area","Marine","2","1950s",5,1,1,"1",1339,4613.268,484.955,0,0,3.44530843913368,0.362176997759522,0,0
"West South Central","West","Urban area","Marine","2","1970s",8,2,1,"1",2620,5330.733,286.105,0,0,2.03463091603053,0.109200381679389,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1980s",9,2,1,"1",2704,12608.688,577.592,0,0,4.66297633136095,0.21360650887574,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1950s",7,1,1,"1",1140,1961.957,83.729,0,0,1.7210149122807,0.0734464912280702,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","2000s",6,2,1,"1",1232,18116.867,0,0,0,14.7052491883117,0,0,0
"Middle Atlantic","Midwest","Urban cluster","Cold/Very Cold","2","2000s",8,2,1,"1",1625,10002.419,0,601.941,0,6.15533476923077,0,0.370425230769231,0
"Mountain North","Midwest","Rural area","Mixed-Humid","2","* to 1950",6,2,1,"1",1456,9939.567,0,545.602,0,6.82662568681319,0,0.374726648351648,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","4","* to 1950",4,4,2,"1",769,3628.455,998.698,0,0,4.71840702210663,1.29869700910273,0,0
"East South Central","Northeast","Urban cluster","Cold/Very Cold","2","1950s",6,2,1,"1",2102,7541.463,608.394,0,0,3.58775594671741,0.289435775451951,0,0
"New England","South","Urban area","Mixed-Humid","2","1950s",7,1,1,"1",1416,12943.28,0,0,0,9.14073446327684,0,0,0
"Pacific","South","Rural area","Hot-Humid","2","1990s",7,2,1,"1",1712,13227.029,0,0,0,7.7260683411215,0,0,0
"West South Central","West","Rural area","Cold/Very Cold","2","1950s",6,2,1,"1",1900,9620.786,0,0,65822.052,5.06357157894737,0,0,34.6431852631579
"Mountain North","Midwest","Rural area","Cold/Very Cold","2","1990s",11,4,1,"1",5987,33307.622,0,0,0,5.56332420243862,0,0,0
"Pacific","South","Rural area","Hot-Humid","1","1990s",6,3,1,"1",1863,18613,0,0,0,9.99087493290392,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","* to 1950",7,4,1,"1",1938,16222.984,0,582.585,0,8.37099277605779,0,0.300611455108359,0
"New England","South","Rural area","Mixed-Humid","2","* to 1950",7,4,1,"1",2880,21048,0,0,56258.175,7.30833333333333,0,0,19.5340885416667
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1990s",1,2,2,"1",693,4977.481,0,0,0,7.18251226551227,0,0,0
"West South Central","West","Rural area","Marine","2","1950s",7,3,1,"1",1654,13679.388,0,0,0,8.27048851269649,0,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1970s",7,2,1,"1",1917,12267.839,0,52,60721.439,6.39949869587898,0,0.0271257172665623,31.6752420448618
"West South Central","West","Urban area","Marine","2","1970s",9,4,1,"1",2898,8468.1,741.999,0,0,2.92204968944099,0.256038302277433,0,0
"West South Central","West","Urban area","Marine","2","1960s",5,4,1,"1",1871,7417.996,454.646,0,0,3.96472260823089,0.242996258685195,0,0
"Mountain South","South","Urban area","Hot-Humid","4","1980s",5,2,1,"1",1259,6666.645,0,0,0,5.29519062748213,0,0,0
"West South Central","West","Urban area","Marine","5","2000s",4,2,2,"1",1014,8872.496,0,0,0,8.74999605522682,0,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","3","1960s",4,2,2,"1",668,5410.362,152.637,0,0,8.09934431137725,0.228498502994012,0,0
"Mountain South","South","Urban area","Hot-Humid","2","2010 to 2015",6,2,1,"1",3255,14023.516,0,0,0,4.30829984639017,0,0,0
"Mountain South","South","Urban area","Hot-Humid","3","1970s",5,3,1,"1",1055,14892,0,0,0,14.1156398104265,0,0,0
"West South Central","West","Urban cluster","Cold/Very Cold","2","2010 to 2015",8,4,1,"1",2497,15950,0,0,0,6.38766519823789,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","2000s",15,3,1,"1",7030,23185.067,562.386,0,0,3.29801806543385,0.0799980085348506,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1960s",2,2,2,"2",528,3475,0,192.799,0,6.58143939393939,0,0.365149621212121,0
"Pacific","South","Rural area","Mixed-Humid","1","1990s",4,2,2,"1",980,11878.408,369.729,0,0,12.1208244897959,0.377274489795918,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","3","1990s",9,1,1,"1",2126,4392.691,827.991,0,0,2.06617638758231,0.389459548447789,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1990s",8,2,1,"1",3796,5992.611,914.24,0,0,1.57866464699684,0.240842992623815,0,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","2","1990s",7,2,1,"1",1392,23702.355,0,210.007,0,17.0275538793103,0,0.150867097701149,0
"East North Central","Northeast","Urban area","Cold/Very Cold","2","1970s",7,2,1,"1",4045,3551.161,0,0,139443.533,0.877913720642769,0,0,34.4730613102596
"East South Central","Northeast","Urban area","Mixed-Humid","5","1980s",2,3,2,"1",676,2691.353,33.23,0,0,3.98129142011834,0.0491568047337278,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","* to 1950",7,2,1,"1",2050,16505.793,1865.308,0,0,8.05160634146342,0.909906341463415,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","* to 1950",8,2,1,"1",2640,9633.284,0,223.455,0,3.64897121212121,0,0.0846420454545455,0
"West South Central","West","Urban area","Marine","2","1960s",8,4,1,"1",1386,21195.976,447.713,0,0,15.292911976912,0.323025252525253,0,0
"Mountain South","South","Rural area","Mixed-Humid","1","1990s",7,6,1,"1",1150,13917.361,0,0,0,12.1020530434783,0,0,0
"Mountain South","South","Urban area","Hot-Humid","3","1950s",6,2,1,"9",1307,12555.677,0,0,0,9.60648584544759,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1950s",6,2,1,"1",1656,7079.667,624.379,0,0,4.27516123188406,0.377040458937198,0,0
"East South Central","Northeast","Rural area","Cold/Very Cold","2","1970s",8,2,1,"1",4955,27075.169,0,0,72026.442,5.46421170534813,0,0,14.5361134207871
"Pacific","South","Rural area","Hot-Humid","2","2000s",8,5,1,"1",3116,23243.758,0,0,0,7.45948587933248,0,0,0
"Mountain South","South","Urban area","Hot-Humid","3","2000s",5,2,2,"1",1912,6835,0,0,0,3.57479079497908,0,0,0
"Mountain North","Midwest","Rural area","Mixed-Humid","2","* to 1950",7,2,1,"1",2784,15800.567,781.033,0,0,5.67549102011494,0.280543462643678,0,0
"East North Central","Northeast","Urban cluster","Cold/Very Cold","4","1980s",5,1,1,"1",672,10631.618,0,0,0,15.8208601190476,0,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","5","1950s",2,1,1,"1",720,2097.545,462.417,0,0,2.91325694444444,0.642245833333333,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","1","1970s",6,6,2,"2",1298,15385,0,0,0,11.8528505392912,0,0,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","2","1970s",11,2,1,"1",2659,11271.72,727.672,0,0,4.23908236179015,0.273663783377209,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","1","1970s",6,1,1,"1",756,2677,613.186,0,0,3.54100529100529,0.811092592592593,0,0
"Mountain South","South","Urban area","Hot-Humid","2","1970s",7,4,1,"1",1560,14849.677,0,0,0,9.51902371794872,0,0,0
"Pacific","South","Rural area","Mixed-Humid","2","2000s",7,3,1,"1",6027,10846.924,0,739.369,0,1.79972191803551,0,0.12267612410818,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","2","2000s",9,5,1,"1",2222,25648.435,0,0,0,11.5429500450045,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","1980s",17,5,1,"1",5026,15292,0,0,0,3.04257859132511,0,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","2","* to 1950",8,1,1,"1",1692,11631.359,459.686,0,0,6.8743256501182,0.271682033096927,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1950s",8,2,1,"1",4297,4896.548,0,0,127982.724,1.13952711193856,0,0,29.7842038631603
"West South Central","West","Urban area","Cold/Very Cold","2","* to 1950",7,5,1,"1",3272,16383.289,953.358,0,0,5.00711766503667,0.29136858190709,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","* to 1950",9,3,1,"1",3240,5800.083,0,0,93323.152,1.79014907407407,0,0,28.8034419753086
"West South Central","West","Urban area","Marine","2","1980s",8,2,1,"1",2765,15489.055,0,0,0,5.60182820976492,0,0,0
"South Atlantic","West","Rural area","Cold/Very Cold","1","1990s",3,2,1,"1",352,10177.041,0,183.448,0,28.9120482954545,0,0.521159090909091,0
"Mountain South","South","Urban area","Hot-Humid","4","2010 to 2015",5,2,1,"1",1144,6213.565,0,0,0,5.43143793706294,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","3","1980s",6,2,2,"1",1710,10084.692,0,0,0,5.89748070175439,0,0,0
"East North Central","Northeast","Urban cluster","Cold/Very Cold","2","* to 1950",9,3,1,"1",2880,6954.446,0,0,97093.897,2.41473819444444,0,0,33.7131586805556
"South Atlantic","West","Rural area","Cold/Very Cold","2","2000s",9,2,1,"1",1821,21457.903,0,891.836,0,11.7835820977485,0,0.489750686436024,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1990s",7,1,1,"1",2561,8876.865,831.77,0,0,3.46617141741507,0.324783287778212,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","2","1960s",11,5,1,"1",3927,13583.523,1625.046,0,0,3.4590076394194,0.413813598166539,0,0
"West South Central","West","Urban area","Marine","2","1960s",7,8,2,"1",5332,8823.6,507.434,0,0,1.65483870967742,0.0951676669167292,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","2000s",8,2,1,"1",2040,16217.026,748.234,0,0,7.94952254901961,0.36678137254902,0,0
"West South Central","West","Urban cluster","Hot-Dry/Mixed-Dry","2","1980s",7,4,2,"1",1891,9124.833,410.803,0,0,4.82540084611317,0.217241142252776,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1980s",7,2,1,"1",1943,4737.477,663.531,0,0,2.43822799794133,0.341498198661863,0,0
"West South Central","West","Urban area","Marine","2","1980s",7,2,1,"1",2487,5610.594,372.122,0,0,2.25596863691194,0.149626859670285,0,0
"West South Central","West","Urban area","Marine","5","1980s",3,1,2,"1",716,2196.482,63.01,0,0,3.06771229050279,0.0880027932960894,0,0
"West South Central","West","Urban area","Marine","5","1980s",4,3,2,"1",942,3328.1,213.713,0,0,3.53301486199575,0.226871549893843,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","1970s",11,2,1,"1",4778,17838.052,861.781,0,0,3.73337212222687,0.180364378401005,0,0
"West South Central","West","Rural area","Hot-Dry/Mixed-Dry","2","1960s",7,1,1,"1",1728,3712.547,0,341.155,0,2.14846469907407,0,0.197427662037037,0
"West South Central","West","Urban area","Marine","2","1970s",6,4,2,"1",1110,15199.859,0,0,0,13.6935666666667,0,0,0
"West South Central","West","Urban area","Marine","3","1980s",4,1,1,"1",1147,2861.031,176.184,0,0,2.49436006974717,0.153604184829991,0,0
"Mountain South","South","Urban area","Hot-Humid","2","2000s",7,1,1,"1",2408,5043.875,0,0,0,2.09463247508306,0,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","2000s",6,2,1,"1",4052,7775.758,637.032,0,0,1.91899259624877,0.157214215202369,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","1960s",5,2,2,"1",1116,2353,182.091,0,0,2.1084229390681,0.163163978494624,0,0
"Mountain North","Midwest","Rural area","Cold/Very Cold","2","1970s",7,2,1,"1",1920,10646.669,996.602,0,0,5.54514010416667,0.519063541666667,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","1","2000s",7,2,1,"1",1408,9853.996,493.694,0,0,6.99857670454545,0.350634943181818,0,0
"Pacific","South","Urban area","Hot-Humid","2","1970s",6,3,1,"1",1943,22643.593,0,0,0,11.653933607823,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","1970s",6,3,1,"1",1392,10502.852,299.82,0,0,7.54515229885058,0.215387931034483,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","1990s",4,2,2,"1",881,2019.118,0,0,0,2.29184790011351,0,0,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","2","1970s",5,1,1,"1",1496,5728.978,0,0,0,3.8295307486631,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1990s",5,2,1,"1",1472,8763.636,648.125,0,0,5.95355706521739,0.440302309782609,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","2000s",6,3,2,"1",1224,16929.742,0,0,0,13.8314885620915,0,0,0
"Mountain South","South","Rural area","Hot-Humid","1","1990s",5,5,2,"1",1232,29643.078,0,0,0,24.0609399350649,0,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","4","* to 1950",5,5,2,"1",835,186.5,314.853,0,0,0.223353293413174,0.377069461077844,0,0
"West North Central","West","Urban area","Cold/Very Cold","2","2010 to 2015",7,2,1,"1",1006,6500.788,760.215,0,0,6.46201590457256,0.755680914512923,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1970s",8,1,1,"1",4250,6271.182,1049.963,0,0,1.47557223529412,0.247050117647059,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","* to 1950",6,2,2,"1",1516,3593.067,50.69,0,47593.59,2.37009696569921,0.0334366754617414,0,31.3941886543536
"New England","South","Rural area","Mixed-Humid","2","2000s",9,2,1,"1",2640,23137.515,0,55.526,0,8.76421022727273,0,0.0210325757575758,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","2","1950s",8,4,2,"1",2000,6690.144,608.922,0,0,3.345072,0.304461,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1990s",1,1,2,"1",693,1196.969,50.398,0,0,1.72722799422799,0.0727243867243867,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","3","1980s",3,1,1,"1",1130,11658.015,0,0,0,10.3168274336283,0,0,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","2","2000s",6,2,1,"1",3467,7413.751,703.349,0,0,2.1383764061148,0.202869627920392,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","* to 1950",3,2,2,"1",820,6453.688,128.308,0,0,7.8703512195122,0.156473170731707,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","2","2000s",8,5,1,"1",4500,11272.22,579.943,0,0,2.50493777777778,0.128876222222222,0,0
"West South Central","West","Urban area","Cold/Very Cold","5","1980s",4,1,1,"1",1042,4937.364,732.965,0,0,4.73835316698656,0.703421305182342,0,0
"Mountain North","Midwest","Urban area","Mixed-Humid","2","1970s",7,2,1,"1",2702,10653.743,735.578,0,0,3.94291006661732,0.272234641006662,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",7,3,1,"1",3175,17345,477.505,0,0,5.46299212598425,0.150395275590551,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","* to 1950",4,2,2,"1",600,2386.884,363.109,0,0,3.97814,0.605181666666667,0,0
"Mountain South","South","Urban area","Mixed-Humid","3","* to 1950",5,1,1,"1",1800,6561.725,498.817,0,0,3.64540277777778,0.277120555555556,0,0
"New England","South","Urban area","Hot-Humid","5","2000s",4,1,2,"1",1100,6073.829,0,0,0,5.52166272727273,0,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1980s",2,1,2,"1",392,2718,73.064,0,0,6.93367346938776,0.186387755102041,0,0
"Mountain South","South","Urban area","Hot-Humid","2","2010 to 2015",11,4,1,"1",3574,23978.986,0,0,0,6.70928539451595,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","2000s",7,5,1,"1",1224,12702.815,677.431,0,0,10.3781168300654,0.553456699346405,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1970s",9,4,1,"1",3440,15288.671,1082.445,0,0,4.44438110465116,0.314664244186046,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","1980s",3,1,2,"1",800,2725.697,206.176,0,0,3.40712125,0.25772,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","* to 1950",6,4,1,"1",1590,12940.918,120.115,0,0,8.13894213836478,0.0755440251572327,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1960s",7,2,1,"1",4549,5553.974,1247.174,0,0,1.22092196087052,0.27416443174324,0,0
"East South Central","Northeast","Rural area","Cold/Very Cold","2","1990s",7,1,1,"1",1960,6392,0,38.69,0,3.26122448979592,0,0.0197397959183673,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",7,5,2,"1",3132,12906.447,747.232,0,0,4.12083237547893,0.238579821200511,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1960s",1,2,2,"1",599,1508.415,105.061,0,0,2.51822203672788,0.175393989983306,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","2","2000s",8,3,1,"1",4012,13590.107,0,29.04,118656.014,3.3873646560319,0,0.0072382851445663,29.575277666999
"Pacific","South","Urban cluster","Hot-Humid","2","1980s",4,1,1,"1",1990,10693.899,0,0,0,5.37381859296482,0,0,0
"West South Central","West","Urban cluster","Marine","3","1990s",8,3,2,"1",1510,10617.792,247.389,0,0,7.03165033112583,0.163833774834437,0,0
"Mountain North","Midwest","Rural area","Mixed-Humid","2","2000s",6,1,1,"1",2040,12657.984,0,139.843,0,6.20489411764706,0,0.0685504901960784,0
"New England","South","Urban area","Hot-Humid","5","1980s",4,3,2,"1",1062,5644.927,0,0,0,5.31537382297552,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","1980s",7,2,1,"1",5627,4901.419,746.801,0,0,0.871053669806291,0.132717433801315,0,0
"Pacific","South","Urban area","Hot-Humid","5","1990s",5,2,2,"1",1052,8192.566,0,0,0,7.7876102661597,0,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1970s",7,7,1,"1",2126,26382.76,0,0,0,12.4095766698024,0,0,0
"Pacific","South","Rural area","Mixed-Humid","2","* to 1950",8,2,1,"1",2511,13059,0,637.921,0,5.20071684587814,0,0.25405057745918,0
"East South Central","Northeast","Rural area","Cold/Very Cold","2","1990s",8,2,1,"1",2736,12098.29,0,952.109,0,4.42188961988304,0,0.347993055555556,0
"South Atlantic","West","Urban area","Cold/Very Cold","2","1980s",7,1,1,"1",3068,8606.194,473.897,0,0,2.8051479791395,0.154464471968709,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1950s",5,3,1,"1",1710,7663.507,739.67,0,0,4.48158304093567,0.432555555555556,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1990s",7,2,1,"1",2442,18256.935,575.133,0,0,7.47622235872236,0.235517199017199,0,0
"West South Central","West","Urban area","Marine","2","1960s",8,4,1,"1",2456,17571.125,0,0,0,7.15436685667752,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","1970s",4,3,2,"1",961,16772.484,0,0,0,17.4531571279917,0,0,0
"Mountain North","Midwest","Urban cluster","Cold/Very Cold","2","1970s",6,2,2,"1",1204,6646.663,904.955,0,0,5.5204842192691,0.751623754152824,0,0
